Name EN,Focus Region,Language,Entity Owner EN,Parent Entity EN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
Du Xiaohui,Germany,German,Ministry of Foreign Affairs,Ministry of Foreign Affairs,GeneralkonsulDu,1601,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1601,100.0,0.0,0.0,0.0,0.0,0.0,False
Guo Meiping (Gladys Guo),Anglosphere,English,China Media Group (CMG),Central Publicity Department,GladysGuo,11,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,11,100.0,0.0,0.0,0.0,0.0,0.0,False
GT Business Source,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,GlobalTimesBiz,12800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,12800,100.0,0.0,0.0,0.0,0.0,0.0,False
GT Life,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,GlobalTimesLife,1992,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1992,100.0,0.0,0.0,0.0,0.0,0.0,False
Global Times,China,Chinese,People's Daily Press,Central Committee of the Chinese Communist Party,globaltimesnews,1800000,globaltimesnews,76000000,Unknown,0,Unknown,0,Unknown,0,globaltimes,550,3,Medium,77800550,2.3,97.7,0.0,0.0,0.0,0.0,True
CGTN Global Watch,Anglosphere,English,China Media Group (CMG),Central Publicity Department,GlobalWatchCGTN,2878,GlobalWatchCGTN,55230,Unknown,0,Unknown,0,cgtnglobalwatch,4920,Unknown,0,3,Medium,63028,4.6,87.6,0.0,0.0,7.8,0.0,True
"Jiangsu, China",Anglosphere,English,Jiangsu Provincial Department of Cultural & Tourism,Jiangsu Provincial People's Government,GoJiangsu,160600,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,160600,100.0,0.0,0.0,0.0,0.0,0.0,True
GT Opinion,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,GtOpinion,3297,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3297,100.0,0.0,0.0,0.0,0.0,0.0,False
Guancha Syndicate News,China,Chinese,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),GuanchaNewMedia,15800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,15800,100.0,0.0,0.0,0.0,0.0,0.0,False
Guangming Daily,China,Chinese,Guangming Daily Press,Central Publicity Department,Guangming_Daily,226200,guangmingdailyChina,4817085,Unknown,0,Unknown,0,Unknown,0,guangmingdaily,29,3,Medium,5043314,4.5,95.5,0.0,0.0,0.0,0.0,True
Guan Xin,Anglosphere,English,China Media Group (CMG),Central Publicity Department,GuanXinTweets,3335,GuanXinCGTN,1000000,guanxin0411,684,Unknown,0,Unknown,0,Unknown,0,3,Medium,1004019,0.3,99.6,0.1,0.0,0.0,0.0,True
"Guilin, China",Guangxi,English,GLTVS,Guilin Municipal People's Government,Guilin__China,51900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,51900,100.0,0.0,0.0,0.0,0.0,0.0,True
Guyan Muchan,China,Chinese,Guangdong Provincial Cyberspace Administration,Office of the Cybersecurity and Information Technology Committee of the Guangdong Provincial Committee,guyanmuchan001,49000,profile.php?id=100066894302590,1000,Unknown,0,Unknown,0,uyanmuchan01,29300,Unknown,0,3,Medium,79300,61.8,1.3,0.0,0.0,36.9,0.0,True
Gwadar Pro,Pakistan,Urdu,China Media Group (CMG),Central Publicity Department,Gwadar_Pro,53900,GwadarProNews,61000,gwadarpro,159,Unknown,0,Unknown,0,Unknown,0,3,Medium,115059,46.8,53.0,0.1,0.0,0.0,0.0,True
Gong Zhe,Anglosphere,English,China Media Group (CMG),Central Publicity Department,gz1988,37,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,37,100.0,0.0,0.0,0.0,0.0,0.0,False
Haiwai Net (People's Daily Overseas),USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,haiwainet,1343,profile.php?id=100063702356538,12000,Unknown,0,peoples_daily_overseas,70,Unknown,0,haiwainet.uscenter,24700,4,High,38113,3.5,31.5,0.0,0.2,0.0,64.8,True
Haiwai Net (US Fusion Center),USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,haiwaiwangUS,14600,haiwainetus,1200,haiwainet.us,21800,Unknown,0,Unknown,0,Unknown,0,3,Medium,37600,38.8,3.2,58.0,0.0,0.0,0.0,True
Yu Yangtao (حكيم),Algeria,Arabic,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Hakimyu2,3348,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3348,100.0,0.0,0.0,0.0,0.0,0.0,False
Henan TV,Henan,Chinese,Henan Broadcasting System,Henan Provincial Committee,Henan_TV,2411,ChinaHenanTV,1000,henantv,547,Unknown,0,Unknown,0,henantv,8496,4,High,12454,19.4,8.0,4.4,0.0,0.0,68.2,True
He Rulong,Iceland,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,HeRulong,6747,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6747,100.0,0.0,0.0,0.0,0.0,0.0,False
He Weiwei,Anglosphere,English,China Media Group (CMG),Central Publicity Department,heweiwei_,267,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,267,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Peijie,Brazil,Chinese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Hongchencuxian,2821,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2821,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Hao,Anglosphere,English,China Daily Press,Central Publicity Department,hongfenghuang,11300,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,11300,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Hongtie,Anglosphere,English,Information Department of Foreign Ministry,Ministry of Foreign Affairs,HongtieZhang,335,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,335,100.0,0.0,0.0,0.0,0.0,0.0,False
Hu Bin,São Tomé and Príncipe,Portuguese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,HU_Bin_CHN,2111,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2111,100.0,0.0,0.0,0.0,0.0,0.0,False
Huang Jiyuan,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,huang_jiyuan,573,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,573,100.0,0.0,0.0,0.0,0.0,0.0,False
Global Times Net,China,Chinese,People's Daily Press,Central Committee of the Chinese Communist Party,Huanqiu_com,71900,aroundglobal7426,6900,Unknown,0,Unknown,0,Unknown,0,huanqiunews,97800,3,Medium,176600,40.7,3.9,0.0,0.0,0.0,55.4,True
Zhao Huanxin,Anglosphere,English,China Daily Press,Central Publicity Department,huanxinzhao,1747,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1747,100.0,0.0,0.0,0.0,0.0,0.0,False
Gao Huijun,Indonesia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,hui48298914,101,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,101,100.0,0.0,0.0,0.0,0.0,0.0,False
Hunan Times,Hunan,English,Hunan Rednet New Media Group,Hunan Provincial Committee,HunanTimes,1328,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1328,100.0,0.0,0.0,0.0,0.0,0.0,False
Hu Xijin,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,HuXijin_GT,548800,HuXijinGT,6400,Unknown,0,Unknown,0,globaltimeshuxijin3816,81000,Unknown,0,3,Medium,636200,86.3,1.0,0.0,0.0,12.7,0.0,True
Charming Changzhou,Jiangsu,English,Jiangsu Provincial Department of Cultural & Tourism,Jiangsu Provincial People's Government,iChangzhou,19100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,19100,100.0,0.0,0.0,0.0,0.0,0.0,False
iChongqing,Chongqing,English,Chongqing International Communication Center,Chongqing Municipal Committee,iChongqing_CIMC,189300,iChongqing,7000000,iChongqing.info,11500,ichongqing.info,380,iChongqing,26900,ichongqing.info,632,6,High,7228712,2.6,96.8,0.2,0.0,0.4,0.0,True
Discover China,Anglosphere,English,China International Communications Group (CICG),Central Publicity Department,idiscoverchina,125,iDiscoverChina,12000000,idiscoverchina,69500,idiscoverchina,2313,Unknown,0,discoveringchina,76,5,High,12072014,0.0,99.4,0.6,0.0,0.0,0.0,True
"Guizhou, China",Anglosphere,English,China Daily Press,Guizhou Provincial People's Government,iloveguizhou,49400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,49400,100.0,0.0,0.0,0.0,0.0,0.0,True
Chinese Embassy in Lithuania,Lithuania,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,in_embassy,17100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,17100,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Qitong (QiTong Channel / Цитун Чжан),Russia,Russian,China Media Group (CMG),Central Publicity Department,IN_Studio2020,90,studioqitong,347000,imqitong,708,Unknown,0,StudioQitong,685,Unknown,0,4,High,348483,0.0,99.6,0.2,0.0,0.2,0.0,True
In Qingdao (Meet Qingdao),Anglosphere,English,Qingdao MOFCOM,Qingdao Municipal People's Government,InQingdao,190100,InQingdao,400000,Unknown,0,Unknown,0,Unknown,0,meetqingdao_,183700,3,Medium,773800,24.6,51.7,0.0,0.0,0.0,23.7,True
Insight Ningbo,Zhejiang,English,China Daily Press,Ningbo Municipal People's Government,InsightNingbo,52900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,52900,100.0,0.0,0.0,0.0,0.0,0.0,True
iPanda,Anglosphere,English,China Media Group (CMG),Central Publicity Department,ipandacom,159500,ipandacom,24000000,ipandachannel,2400000,ipandachannel,121000,iPandaChannel,2180000,ipandaofficial,2500000,6,High,31360500,0.5,76.5,7.7,0.4,7.0,8.0,True
Insight Xiangshan,Anglosphere,English,Zhejiang Media Group (ZMG),Zhejiang Provincial People's Government,IXiangshan,29500,profile.php?id=100078441630290&locale=ms_MY&paipv=0&eav=AfbsFttSNbGlUJU5nqbp9Eewz5Xx3DHdyGyqM18zEeFxtQ7u7BNieqHN3up5ISQrDio,765,Unknown,0,Unknown,0,insightxiangshan2141,273,Unknown,0,3,Medium,30538,96.6,2.5,0.0,0.0,0.9,0.0,True
"Zhejiang, China",Anglosphere,English,China Daily Press,Zhejiang Provincial People's Government,izhejiang,88500,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,88500,100.0,0.0,0.0,0.0,0.0,0.0,True
Chinese Consulate General in Jeju-Do,South Korea,Korean,Ministry of Foreign Affairs,Ministry of Foreign Affairs,jejuZLG,2279,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2279,100.0,0.0,0.0,0.0,0.0,0.0,False
Zang Shijie (Jessica Zang),Anglosphere,English,China Media Group (CMG),Central Publicity Department,JessicaZ1018,3083,JessicaZanginChina,1200000,jessica_zang1018,8413,jessica_zang1018,173,jessicastreettv1461,967,themomentj_1018,16800,6,High,1229436,0.3,97.6,0.7,0.0,0.1,1.4,True
Jiang Jiang,Anglosphere,English,Xinhua News Agency,State Council,JiangJiang43,2759,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2759,100.0,0.0,0.0,0.0,0.0,0.0,False
Li Jianhua,Anglosphere,English,China Media Group (CMG),Central Publicity Department,JianhuaLi4,301,Jianhuajournalist,820,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1121,26.9,73.1,0.0,0.0,0.0,0.0,False
"Jilin, China",Jilin,English,China Daily Press,Jilin Provincial People's Government,JilinChina,29300,jilinchina,170000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,199300,14.7,85.3,0.0,0.0,0.0,0.0,False
Jing Feng,Mexico,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,JingFeng22,1571,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1571,100.0,0.0,0.0,0.0,0.0,0.0,False
Li Jingjing,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Jingjing_Li,30000,TalkItOutWithLiJingjing,2900000,jj_ontheroad,23900,jj_ontheroad,950,JingjingLi_China,58300,iamlijingjing,17200,6,High,3030350,1.0,95.7,0.8,0.0,1.9,0.6,True
Ji Tao,Anglosphere,English,China Daily Press,Central Publicity Department,jtao98,3753,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3753,100.0,0.0,0.0,0.0,0.0,0.0,False
Jiang Wei (Julio Jiang),Panama,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,juliojiangwei,7880,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,7880,100.0,0.0,0.0,0.0,0.0,0.0,False
Kui Yingchun (Kate Kui),Anglosphere,English,China Media Group (CMG),Central Publicity Department,katekuibeijing,622,Kate-Kui-Business-News-Anchor-TMT-Sector-Eat-Read-Classical-Music-101998002023624,461000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,461622,0.1,99.9,0.0,0.0,0.0,0.0,True
Mi Xue (Katie Mi),Anglosphere,English,China Media Group (CMG),Central Publicity Department,KatieMi17,18,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,18,100.0,0.0,0.0,0.0,0.0,0.0,False
Jilin Daily,Jilin,Chinese,Jilin Daily Press,Jilin Provincial Committee,kimnaying,12200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,12200,100.0,0.0,0.0,0.0,0.0,0.0,False
Cao Bing,Japan,Japanese,China Media Group (CMG),Central Publicity Department,kooricuc,930,profile.php?id=100087213325638,50000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,50930,1.8,98.2,0.0,0.0,0.0,0.0,False
Liu Kun,Anglosphere,English,China Media Group (CMG),Central Publicity Department,KunkunkunLiu,106,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,106,100.0,0.0,0.0,0.0,0.0,0.0,False
Learn Chinese,Anglosphere,English,China Media Group (CMG),Central Publicity Department,learnchineese,378,crilearnchinese,4300000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,4300378,0.0,100.0,0.0,0.0,0.0,0.0,True
Han Yingya (Lena Han / LenaStudio),la Francophonie,French,China Media Group (CMG),Central Publicity Department,lena90830,388,Hanyingya,52000,Unknown,0,Unknown,0,hanyingya,51,Unknown,0,3,Medium,52439,0.7,99.2,0.0,0.0,0.1,0.0,True
Li Qian (Leona Li),Anglosphere,English,China Media Group (CMG),Central Publicity Department,Leona_BJ,22,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,22,100.0,0.0,0.0,0.0,0.0,0.0,False
Li Baorong,Venezuela,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Li_Baorong,8850,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,8850,100.0,0.0,0.0,0.0,0.0,0.0,False
Li Xiaosi,Austria,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,li_xiaosi,47800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,47800,100.0,0.0,0.0,0.0,0.0,0.0,True
Li Yang,Anglosphere,English,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Li_Yang_China,40900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,40900,100.0,0.0,0.0,0.0,0.0,0.0,True
Li Bijian,Anglosphere,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,libijian2,101800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,101800,100.0,0.0,0.0,0.0,0.0,0.0,True
Lin Nan,Anglosphere,English,Chengdu Municipal People's Government,Chengdu Municipal Committee,Lin_Nan1,2361,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2361,100.0,0.0,0.0,0.0,0.0,0.0,False
Fan Lingzhi,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,lingzhi_van,293,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,293,100.0,0.0,0.0,0.0,0.0,0.0,False
Lin Hao,Thailand,English,Xinhua News Agency,State Council,LinHao_BKK,11300,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,11300,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Bo,Hispanophone,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,liuboleo2,2399,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2399,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Chang,Panama,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,LiuChan14790671,712,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,712,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Hongyang,Malawi,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,LiuHongyang4,2571,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2571,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Yongfeng,African Union,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,liupheonix,23400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,23400,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Xin (Emily Liu),Xinjiang,English,People's Daily Press,Central Committee of the Chinese Communist Party,LiuXin_Emily,2418,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2418,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Xin,Anglosphere,English,China Media Group (CMG),Central Publicity Department,LiuXininBeijing,246100,Liuxininbeijing-103733191524431/,2500000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,2746100,9.0,91.0,0.0,0.0,0.0,0.0,True
Liu Yan,Netherlands,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,LiuYanCHN,551,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,551,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Yutong,Anglosphere,English,Information Department of Foreign Ministry,Ministry of Foreign Affairs,LiuYutongpost,183,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,183,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhu Liying,Mauritius,French,Ministry of Foreign Affairs,Ministry of Foreign Affairs,LiyingZHU1,7800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,7800,100.0,0.0,0.0,0.0,0.0,0.0,False
Love Jiaxing,Zhejiang,Chinese,"Jiaxing Radio and Television Media Co., Ltd.",Jiaxing Municipal Committee,lovejiaxing,2,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2,100.0,0.0,0.0,0.0,0.0,0.0,False
Xu Tiefei,Costa Rica,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,luisxu9,2236,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2236,100.0,0.0,0.0,0.0,0.0,0.0,False
Luo Will,Anglosphere,English,China Daily Press,Central Publicity Department,luowill1978,665,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,665,100.0,0.0,0.0,0.0,0.0,0.0,False
Jie Lynn (Lynn's Fantasy),la Francophonie,French,China Media Group (CMG),Central Publicity Department,LYNNJie3,300,LynnsFantasy,10255,lynns_fantasy,152,Unknown,0,lynnsfantasy749,68,Unknown,0,4,High,10775,2.8,95.2,1.4,0.0,0.6,0.0,True
Ma Dashuai,Anglosphere,English,China Daily Press,Central Publicity Department,machinpl,3098,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3098,100.0,0.0,0.0,0.0,0.0,0.0,False
Ma Hui,Cuba,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,MahuiChina,59800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,59800,100.0,0.0,0.0,0.0,0.0,0.0,True
Yan Yiqiang,Russia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,MAKSIMYQY,8696,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,8696,100.0,0.0,0.0,0.0,0.0,0.0,False
Tao Yuan (Martha Tao),Anglosphere,English,China Media Group (CMG),Central Publicity Department,MarthayTao,70,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,70,100.0,0.0,0.0,0.0,0.0,0.0,False
Martina Fuchs,Anglosphere,English,Xinhua News Agency,State Council,martinaglobal,38500,martina.fuchs.146,4300,martina_fuchs_global/,41800,Unknown,0,martinasworld-4404,7540,Unknown,0,4,High,92140,41.8,4.7,45.4,0.0,8.2,0.0,True
China Daily (Media Unlocked),Anglosphere,English,China Daily Press,Central Publicity Department,MediaUnlock,433,Unknown,0,Unknown,0,Unknown,0,ChinaUnlocked,716,Unknown,0,2,Medium,1149,37.7,0.0,0.0,0.0,62.3,0.0,True
Zhang Lin (Melody Zhang),Anglosphere,English,China Media Group (CMG),Central Publicity Department,MelodyZ77141898,3,profile.php?id=100060124341866,962000,moneyhoneywithmelody/,6226,Unknown,0,melodyzhang1527,6,Unknown,0,4,High,968235,0.0,99.4,0.6,0.0,0.0,0.0,True
Foreign Ministry Spokesperson,Anglosphere,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,MFA_China,666400,MFA.CHN,41000,mfa_chn,26700,Unknown,0,spokespersonchn2231,7360,Unknown,0,4,High,741460,89.9,5.5,3.6,0.0,1.0,0.0,True
Miao Xiaojuan,Anglosphere,English,Xinhua News Agency,State Council,MiaoXiaojuan,6577,miaoxiaojuan,1800000,miaoxiaojuan,2445,miaoxiaojuan,85,miaoxiaojuan,1030,miaoxiaojuan,3,6,High,1810140,0.4,99.4,0.1,0.0,0.1,0.0,True
Mingala News,Myanmar,Burmese,Yunnan Media Group (YMG),Yunnan Provincial Committee,mingalanews,182,mingalanews,418000,Unknown,0,Unknown,0,Unknown,0,mingalanews,82,3,Medium,418264,0.0,99.9,0.0,0.0,0.0,0.0,True
Wang Mingjie,UK,English,China Daily Press,Central Publicity Department,MingjieReporter,305,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,305,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhou Yiqiu (Rachel Zhou / Miss Wow),Anglosphere,English,China Media Group (CMG),Central Publicity Department,MissWow66,776,MissWow666,1337393,miss_wow66,6833,Unknown,0,misswowtech5751,2470,misswowtech,5928,5,High,1353400,0.1,98.8,0.5,0.0,0.2,0.4,True
Waruni JZ,Sri Lanka,Sinhalese,China Media Group (CMG),Central Publicity Department,MMMKKK56665147,340,Waruni-JZ-102001841620238/,1400000,Unknown,0,Unknown,0,warunijz,36,warunijz,43500,4,High,1443876,0.0,97.0,0.0,0.0,0.0,3.0,True
Zhang Meng (Monica Zhang),Anglosphere,English,China Media Group (CMG),Central Publicity Department,mmMonicaZhang,58,mmMonicaZhang,527000,monicazhang0415,212,Unknown,0,monicazhang6629,23,Unknown,0,4,High,527293,0.0,99.9,0.0,0.0,0.0,0.0,True
Modern Express Post,Jiangsu,English,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,ModernExpressEN,2126,ModernExpressEN,24000,modernexpress_en,467,Unknown,0,modernexpressen,227,modernexpress_en,0,4,High,26820,7.9,89.5,1.7,0.0,0.8,0.0,True
Ministry of Commerce (MOFCOM),China,Chinese,Ministry of Commerce Information Office,Ministry of Commerce (MOFCOM),MOFCOM_China,8092,mofcom.china,687,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,8779,92.2,7.8,0.0,0.0,0.0,0.0,False
Mundo China,Lusophone,Portuguese,China Media Group (CMG),Central Publicity Department,mundo_china,6719,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6719,100.0,0.0,0.0,0.0,0.0,0.0,False
Muyi Dima (مويي),MENA,Arabic,China Media Group (CMG),Central Publicity Department,muyi_dima,15000,MuyiDima,1000000,Unknown,0,Unknown,0,user-vd9qh4ke9t,488,Unknown,0,3,Medium,1015488,1.5,98.5,0.0,0.0,0.0,0.0,True
Wang Yingying (A-Chan / Aちゃん),Japan,Japanese,China Media Group (CMG),Central Publicity Department,ooeieiwyy,3435,AchannoChinanow,2000000,ooeieiwyy,70,Unknown,0,achinanow9185,1100,ajiantoqt78,1722,5,High,2006327,0.2,99.7,0.0,0.0,0.1,0.1,True
Ou Jianhong,El Salvador,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,oujianhong,15200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,15200,100.0,0.0,0.0,0.0,0.0,0.0,False
Panda Paws,USA,English,China Media Group (CMG),Central Publicity Department,panda_paws,2235,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2235,100.0,0.0,0.0,0.0,0.0,0.0,False
Pandaorama,USA,English,China Media Group (CMG),Central Publicity Department,PandaoramaLink,414,Unknown,0,Unknown,0,Unknown,0,Unknown,0,pandaorama,60700,2,Medium,61114,0.7,0.0,0.0,0.0,0.0,99.3,True
Patrick Zheng,Anglosphere,English,Xinhua News Agency,State Council,PatrickZhengCHN,42500,PatrickZhengCHN,193000,Unknown,0,Unknown,0,PatrickZhengCHN,19,Unknown,0,3,Medium,235519,18.0,81.9,0.0,0.0,0.0,0.0,True
People's Daily USA,USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,pd_northamerica,195,rmrbbm,203,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,398,49.0,51.0,0.0,0.0,0.0,0.0,False
People's Daily,China,Chinese,People's Daily Press,Central Committee of the Chinese Communist Party,PDChina,6600000,PeoplesDaily,85867335,peoples_daily,1300000,peoples_daily,28200,PeoplesDaily,410000,peoplesdaily,2600000,6,High,96805535,6.8,88.7,1.3,0.0,0.4,2.7,True
People's Daily Business (Modern China),Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDChinaBusiness,884200,PDChinaBusiness,6500000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,7384200,12.0,88.0,0.0,0.0,0.0,0.0,True
People's Daily Hong Kong,Hong Kong,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDChinaHK,4494,PDChinaHK,1400000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1404494,0.3,99.7,0.0,0.0,0.0,0.0,True
People's Daily Life,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDChinaLife,1900000,PDChinaLife,3717365,Unknown,0,Unknown,0,Unknown,0,pdchinalife,151,3,Medium,5617516,33.8,66.2,0.0,0.0,0.0,0.0,True
