Name EN,Name CN,Focus Region,Language,Entity Owner EN,Entity Owner CN,Parent Entity EN,Parent Entity CN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
CGTN Nature,美丽中国自然,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,cgtn_nature,157,Unknown,0,cgtnnature367,1860,Unknown,0,2,Medium,2017,0.0,0.0,7.8,0.0,92.2,0.0,True
CGTN Español,Unknown,Hispanophone,Spanish,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,cgtnenespanol,97100,Unknown,0,CGTNEspanol,489000,cgtnenespanol,561,3,Medium,586661,0.0,0.0,16.6,0.0,83.4,0.1,True
China Plus Culture,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,chinaplusnews,32000000,china_plus_culture,12,Unknown,0,Unknown,0,Unknown,0,2,Medium,32000012,0.0,100.0,0.0,0.0,0.0,0.0,True
Chinese Embassy in Indonesia,Unknown,Indonesia,Bahasa Indonesia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,Unknown,0,chinaembassy_indonesia,74900,Unknown,0,Unknown,0,Unknown,0,1,Low,74900,0.0,0.0,100.0,0.0,0.0,0.0,True
Chinese Embassy in Iran,Unknown,Iran,Persian,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,Unknown,0,chinaembassy_iran,4344,Unknown,0,Unknown,0,Unknown,0,1,Low,4344,0.0,0.0,100.0,0.0,0.0,0.0,True
Chinese Embassy in Turkey,中国驻土耳其使馆,Türkiye,Turkish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,Unknown,0,chinaembassy_turkey,4807,Unknown,0,cinbuyukelciligiankara-9545,609,Unknown,0,2,Medium,5416,0.0,0.0,88.8,0.0,11.2,0.0,True
Chinese Embassy in Kyrgyzstan,中国驻吉尔吉斯斯坦使馆,Kyrgyzstan,Kyrgyz,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,Unknown,0,chinaembassyinkg,2082,Unknown,0,Unknown,0,Unknown,0,1,Low,2082,0.0,0.0,100.0,0.0,0.0,0.0,True
Chinese Consulate General in Hamburg,Unknown,Germany,German,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,Unknown,0,chinameetsnorddeutschland,234,Unknown,0,Unknown,0,Unknown,0,1,Low,234,0.0,0.0,100.0,0.0,0.0,0.0,True
China Plus News,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,chinaplusnews,163,Unknown,0,Unknown,0,Unknown,0,1,Low,163,0.0,0.0,100.0,0.0,0.0,0.0,True
Chinese Embassy in South Korea,Unknown,South Korea,Korean,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,Unknown,0,chinese_embassy_in_seoul,10500,Unknown,0,Unknown,0,chinese_embassy_in_seoul,323,2,Medium,10823,0.0,0.0,97.0,0.0,0.0,3.0,True
Chinese Embassy in Australia,中国驻澳大利亚大使馆,Australia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,ChinainAus,5300,cnauembassy,121,Unknown,0,Unknown,0,Unknown,0,2,Medium,5421,0.0,97.8,2.2,0.0,0.0,0.0,True
CRI Nepali,Unknown,Nepal,Nepalese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,crinepali,3100000,crinepali,4120,Unknown,0,Unknown,0,Unknown,0,2,Medium,3104120,0.0,99.9,0.1,0.0,0.0,0.0,True
CRI Persian,Unknown,Iran,Persian,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,persiancricn,1300000,cripersian,102000,Unknown,0,Unknown,0,Unknown,0,2,Medium,1402000,0.0,92.7,7.3,0.0,0.0,0.0,True
CGTN Crossover,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,inheritors.CGTN,11787,crossover.cgtn,311,Unknown,0,Unknown,0,Unknown,0,2,Medium,12098,0.0,97.4,2.6,0.0,0.0,0.0,True
C The Difference,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,C-The-Difference-107252314045277,0,cthe.difference,17,Unknown,0,Unknown,0,cthedifference,625500,2,Medium,625517,0.0,0.0,0.0,0.0,0.0,100.0,True
Wu Danni (Danni Report),吴丹妮,Egypt,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,Unknown,0,DanniReport,1800000,danni010389,257,dannitwins01,21,Unknown,0,Unknown,0,3,Medium,1800278,0.0,100.0,0.0,0.0,0.0,0.0,True
Chinese Embassy in Latvia,Unknown,Latvia,Latvian,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,Unknown,0,embassyofchinainlatvia,7,Unknown,0,Unknown,0,Unknown,0,1,Low,7,0.0,0.0,100.0,0.0,0.0,0.0,True
Phoenix Online,凤凰网,China,Chinese,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,Unknown,0,Ifenglobal,1100000,ifenglobal,1126,ifenglobal,50,ifenglobal,18700,ifenglobal,599100,5,High,1718976,0.0,64.0,0.1,0.0,1.1,34.9,True
Jimena Li Yu (Jimena a tu clic),Unknown,Hispanophone,Spanish,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,JimenaAtuClic,464000,jimenaatuclic,995,Unknown,0,jimenaatuclic9148,239,jimenaatuclic,3704,4,High,468938,0.0,98.9,0.2,0.0,0.1,0.8,True
Wang Shi (Julian Waghann),朱濂安,China,Chinese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,jude1904,184,Unknown,0,Unknown,0,Unknown,0,1,Low,184,0.0,0.0,100.0,0.0,0.0,0.0,True
Ou Xiaolan (Lana Ou / Lana لانا),欧小兰,MENA,Arabic,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,LanainChina,483000,lana_in_china,4833,Unknown,0,lana7840,15900,Unknown,0,3,Medium,503733,0.0,95.9,1.0,0.0,3.2,0.0,True
Lin Simiao (Anahita Lin),蔺思淼,Iran,Persian,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,anahitachin,1000000,linsimiaoanahita,2448,Unknown,0,Unknown,0,Unknown,0,2,Medium,1002448,0.0,99.8,0.2,0.0,0.0,0.0,True
Xing Luana (Luana em Pequim),Unknown,Brazil,Portuguese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,LuanaemPequim,1700000,LuanaemPequim,21300,luanaempequim,1035,LuanaemPequim,21100,luanaempequim,225900,5,High,1969335,0.0,86.3,1.1,0.1,1.1,11.5,True
Lü Qianqian (Lucy Lv),吕倩倩,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,lucylvlist,1400000,lucylv_list,1050,lucylvlist,42,LucyLvList,588,Unknown,0,4,High,1401680,0.0,99.9,0.1,0.0,0.0,0.0,True
Mango TV International,芒果TV,Hunan,Chinese,Hunan Satellite TV,南广播电视台,Hunan Provincial People's Government,湖南省人民政府,Unknown,0,Unknown,0,mgtv,90000,Unknown,0,MangoTV-Official,5020000,mangotv_international,150100,3,Medium,5260100,0.0,0.0,1.7,0.0,95.4,2.9,True
Xu Wei (Rain Xu / Ms V / شيو وي),徐薇,MENA,Arabic,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,MsVChina,1252603,msvchina,19800,Unknown,0,MsVchina,365000,Unknown,0,3,Medium,1637403,0.0,76.5,1.2,0.0,22.3,0.0,True
Phoenix HK TV (iFeng),凤凰东方传媒,Hong Kong,Chinese,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,Unknown,0,Unknown,0,phoenixtvhk,49000,Unknown,0,PhoenixSatellite,19900,Unknown,0,2,Medium,68900,0.0,0.0,71.1,0.0,28.9,0.0,True
Phoenix US TV (iFeng),凤凰美洲,USA,Chinese,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,Unknown,0,Unknown,0,phoenixtvus,1744,Unknown,0,Pstvnews,15000,ifengustv,4385,3,Medium,21129,0.0,0.0,8.3,0.0,71.0,20.8,True
Li Zexin (Skystroller),Unknown,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,Unknown,0,Zexin.Nicolas,342320,skystrollerpics,106000,skystrollerpics,10800,Unknown,0,Unknown,0,3,Medium,459120,0.0,74.6,23.1,2.4,0.0,0.0,True
Zhu Jingtian (Tiantian),Unknown,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,TiantianStudio,238000,tiantianstudio,1822,Unknown,0,Unknown,0,Unknown,0,2,Medium,239822,0.0,99.2,0.8,0.0,0.0,0.0,True
Xiao Song,Unknown,South Korea,Korean,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,xiaosongchinese,698000,xiaosongchinese,4488,Unknown,0,xiaosongchinese,921,Unknown,0,3,Medium,703409,0.0,99.2,0.6,0.0,0.1,0.0,True
Poongothai (அறுசுவை),Unknown,India,Tamil,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Poongothaiii,1700000,Unknown,0,poongothai_tamil,62,Unknown,0,Unknown,0,2,Medium,1700062,0.0,100.0,0.0,0.0,0.0,0.0,True
Zhengguan Media,正观新闻,Henan,Chinese,Zhengzhou Media Group,郑州报业集团,Zhengzhou Municipal Party Committee,中共郑州市委,Unknown,0,Unknown,0,Unknown,0,zhengguanmedia,115,Unknown,0,Unknown,0,1,Low,115,0.0,0.0,0.0,100.0,0.0,0.0,True
Wu Yo Yo,悠悠,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,AdventurewithYoYo,995000,Unknown,0,Unknown,0,AdventurewithYoYo,355,Unknown,0,2,Medium,995355,0.0,100.0,0.0,0.0,0.0,0.0,True
Wang Bing,Unknown,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,QuoiDeNeufEnChine,94000,Unknown,0,Unknown,0,bingwang7665,5,Unknown,0,2,Medium,94005,0.0,100.0,0.0,0.0,0.0,0.0,True
CCTV4 International,CCTV4,China,Chinese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,CCTV4International,1070000,Unknown,0,1,Low,1070000,0.0,0.0,0.0,0.0,100.0,0.0,True
CGTN Americas Now,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Cctvamerica_americasnow,8990,Unknown,0,1,Low,8990,0.0,0.0,0.0,0.0,100.0,0.0,True
CGTN BizTalk,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,CGTNBIZtalk,57000,Unknown,0,Unknown,0,cgtnbiz,855,Unknown,0,2,Medium,57855,0.0,98.5,0.0,0.0,1.5,0.0,True
CGTN Documentary,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,cgtndocumentary5826,7010,Unknown,0,1,Low,7010,0.0,0.0,0.0,0.0,100.0,0.0,True
Hi China,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ChannelHiChina,348000,hichinaofficial,356500,2,Medium,704500,0.0,0.0,0.0,0.0,49.4,50.6,True
Anhui TV Station,安徽卫视,Anhui,Chinese,Anhui Radio and TV Station,安徽广播电视台,Anhui Provincial Committee,中共安徽省委,Unknown,0,Unknown,0,Unknown,0,Unknown,0,chinaanhuitvofficialchanne8354,90600,Unknown,0,1,Low,90600,0.0,0.0,0.0,0.0,100.0,0.0,True
Guangxi Satellite TV,广西卫视,Guangxi,Chinese,Guangxi Internet Radio and Television Station,广西网络广播电视台,Guangxi Zhuang Autonomous Region People's Government,广西壮族自治区人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,chinaguangxitvofficialchan244,50100,Unknown,0,1,Low,50100,0.0,0.0,0.0,0.0,100.0,0.0,True
Heilongjiang JTV,极光新闻,Heilongjiang,Chinese,China Heilongjiang TV (HNBTV),黑龙江广播电视台,Heilongjiang Provincial Committee,中共黑龙江省委,Unknown,0,Unknown,0,Unknown,0,Unknown,0,chinaheilongjiangtvofficia9631,74900,Unknown,0,1,Low,74900,0.0,0.0,0.0,0.0,100.0,0.0,True
China International Import Expo (CIIE),中国国际进口博览会,Anglosphere,English,China International Import Expo Bureau,中国国际进口博览局,Shanghai Municipal People's Government,上海市人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ChinaInternationalImportExpo,10400,ciieonline,4824,2,Medium,15224,0.0,0.0,0.0,0.0,68.3,31.7,True
China Plus,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ChinaPlusOfficial,33000,Unknown,0,1,Low,33000,0.0,0.0,0.0,0.0,100.0,0.0,True
Xinhua Español,Unknown,Hispanophone,Spanish,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ChinaXinhuaEspanol,78200,xinhuaespanol,69,2,Medium,78269,0.0,0.0,0.0,0.0,99.9,0.1,True
Noreen,Unknown,Pakistan,Urdu,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,chinesenoreen,1500000,Unknown,0,Unknown,0,chinesenoreen8035,91,Unknown,0,2,Medium,1500091,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Ukrainian,Unknown,Ukraine,Ukrainian,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,profile.php?id=100064337605137,331000,Unknown,0,Unknown,0,CRI2023.,43,Unknown,0,2,Medium,331043,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Hebrew,Unknown,Israel,Hebrew,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,crihebrew,86245,Unknown,0,Unknown,0,CRIHebrew,22700,Unknown,0,2,Medium,108945,0.0,79.2,0.0,0.0,20.8,0.0,True
Xi Xiaoqi (Itzik Hasini),Unknown,Israel,Hebrew,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,CRIHebrew,22700,Unknown,0,1,Low,22700,0.0,0.0,0.0,0.0,100.0,0.0,True
Dragon TV Crossover,Unknown,Shanghai,English,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,Unknown,0,Unknown,0,Unknown,0,Unknown,0,DragonTVCrossOver,201000,Unknown,0,1,Low,201000,0.0,0.0,0.0,0.0,100.0,0.0,True
Gansu TV Official,甘肃网络广播电视台,Gansu,Chinese,Gansu Media Group (GSMG),甘肃省广播电影电视总台(集团),Gansu Provincial People's Government,甘肃省人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,GansuTVOfficialChannel,11,Unknown,0,1,Low,11,0.0,0.0,0.0,0.0,100.0,0.0,True
Haixia Daobao,海峡导报,Taiwan,Chinese,Fujian Daily News Group,福建日报报业集团,Fujian Provincial Committee,中共福建省委,Unknown,0,hxdb1234,432000,Unknown,0,Unknown,0,haixiadaobao,41000,Unknown,0,2,Medium,473000,0.0,91.3,0.0,0.0,8.7,0.0,True
PLA Daily,解放军报,China,Chinese,People's Liberation Army (PLA) Newspaper,中国人民解放军解放军报社,People's Liberation Army,中国人民解放军,Unknown,0,Unknown,0,Unknown,0,Unknown,0,hquangtu,23,Unknown,0,1,Low,23,0.0,0.0,0.0,0.0,100.0,0.0,True
Hubei TV,湖北卫视,Hubei,Chinese,Hubei Radio & Television Station (HBTV),湖北广播电视台,Hubei Provincial People's Government,湖北省人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,hubeitvofficial,6370,Unknown,0,1,Low,6370,0.0,0.0,0.0,0.0,100.0,0.0,True
Litchi Live,荔直播,Jiangsu,Chinese,Jiangsu Broadcasting Corporation,江苏省广播电视集团有限公司,Jiangsu Provincial People's Government,江苏省人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,litchilive,262,Unknown,0,1,Low,262,0.0,0.0,0.0,0.0,100.0,0.0,True
Yu Mama (Mama Yu),Unknown,Germany,German,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Mama-Yu-346605806384616,42000,Unknown,0,Unknown,0,mamayu1607,402,Unknown,0,2,Medium,42402,0.0,99.1,0.0,0.0,0.9,0.0,True
Mengyu,Unknown,Germany,German,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,MengyuChina,133000,Unknown,0,Unknown,0,MengyuChinatube,8060,Unknown,0,2,Medium,141060,0.0,94.3,0.0,0.0,5.7,0.0,True
Nilaani (நிலானி),Unknown,India,Tamil,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,tpccn,6100000,Unknown,0,Unknown,0,NaanNilaani,692000,Unknown,0,2,Medium,6792000,0.0,89.8,0.0,0.0,10.2,0.0,True
Hubei Announcements (Open Hubei),湖北发布,Hubei,Chinese,General Office of the People's Government of Hubei Province,湖北省人民政府办公厅,Hubei Provincial People's Government,湖北省人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,OpenHubei,1080,open.hubei,24,2,Medium,1104,0.0,0.0,0.0,0.0,97.8,2.2,True
People's Daily Japanese,人民日報日本語,Japan,Japanese,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,Unknown,0,Unknown,0,Unknown,0,Unknown,0,peoplesdailyjapanese5650,7,Unknown,0,1,Low,7,0.0,0.0,0.0,0.0,100.0,0.0,True
Phoenix TV (Finance),凤凰网财经,China,Chinese,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Phoenix-Finance,18900,phoenixtvfinance,53300,2,Medium,72200,0.0,0.0,0.0,0.0,26.2,73.8,True
Phoenix TV,凤凰卫视,China,Chinese,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,Unknown,0,Unknown,0,Unknown,0,Unknown,0,phoenixtvhk,579000,www.ifeng.com,35200,2,Medium,614200,0.0,0.0,0.0,0.0,94.3,5.7,True
Wang Mengchu (Kaka / Shakala Ka),王梦楚,Hispanophone,Spanish,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,KakainChina,102000,Unknown,0,Unknown,0,shakalaka9028,38,Unknown,0,2,Medium,102038,0.0,100.0,0.0,0.0,0.0,0.0,True
Shanxi Radio and TV Station,山西广播电视台,Shanxi,Chinese,Shanxi Radio and TV Station,山西广播电视台,Shanxi Provincial People's Government,山西省人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,shanxiradioandtelevisionst73,44,Unknown,0,1,Low,44,0.0,0.0,0.0,0.0,100.0,0.0,True
Show Me China,Unknown,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,Unknown,0,showmethestoryofchina,1600000,Unknown,0,Unknown,0,showmechina8515,1320,Unknown,0,2,Medium,1601320,0.0,99.9,0.0,0.0,0.1,0.0,True
Shanghai TV,上海电视台官方频道,Shanghai,Chinese,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,Unknown,0,Unknown,0,Unknown,0,Unknown,0,SMG-Official,1890000,Unknown,0,1,Low,1890000,0.0,0.0,0.0,0.0,100.0,0.0,True
Hạ Vy,Unknown,Vietnam,Vietnamese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,H%E1%BA%A1-Vy-du-l%E1%BB%8Bch-Trung-Qu%E1%BB%91c-111965950989129,165159,Unknown,0,Unknown,0,thienhavoich4515,20600,Unknown,0,2,Medium,185759,0.0,88.9,0.0,0.0,11.1,0.0,True
Raniya (라니),Unknown,South Korea,Korean,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,RaniyaChina,692000,Unknown,0,Unknown,0,TV-qp1bt,553,Unknown,0,2,Medium,692553,0.0,99.9,0.0,0.0,0.1,0.0,True
Jiupai News,九派新闻,Hubei,Chinese,Changjiang Daily Press,长江日报社,Wuhan Municipal Committee,中共武汉市委,Unknown,0,Unknown,0,Unknown,0,Unknown,0,user-tm5fe9ex6b,5570,Unknown,0,1,Low,5570,0.0,0.0,0.0,0.0,100.0,0.0,True
The Cover News,封面新闻,Sichuan,Chinese,"Sichuan Daily Online Media Development Co., Ltd.",四川日报网络传媒发展有限公司,Sichuan Provincial Committee,中共四川省委,Unknown,0,Unknown,0,Unknown,0,Unknown,0,user-zu4gg5dy6q,64,Unknown,0,1,Low,64,0.0,0.0,0.0,0.0,100.0,0.0,True
Xinhua London,新华社伦敦分部,UK,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,Unknown,0,Unknown,0,Unknown,0,Unknown,0,xinhuanewsagencylondon9756,6,xhnewslondon,72500,2,Medium,72506,0.0,0.0,0.0,0.0,0.0,100.0,True
Shan Ni'er (Yummy Shanny),珊妮儿,EU,Esperanto,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Yummy-Shanny-108137871142423,236000,Unknown,0,Unknown,0,yummyshanny666,147000,Unknown,0,2,Medium,383000,0.0,61.6,0.0,0.0,38.4,0.0,True
Yunnan TV,云南广播电视台,Yunnan,Chinese,Yunnan Media Group (YMG),云南广播电视台,Yunnan Provincial Committee,中共云南省委,Unknown,0,Unknown,0,Unknown,0,Unknown,0,YunnanTV,164000,Unknown,0,1,Low,164000,0.0,0.0,0.0,0.0,100.0,0.0,True
Xinhua (Spectrum China),Unknown,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1931.11.7.575757,53,1,Low,53,0.0,0.0,0.0,0.0,0.0,100.0,True
CCTV3 Variety,央视文艺,China,Chinese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,cctv_newsandculture,1113,1,Low,1113,0.0,0.0,0.0,0.0,0.0,100.0,True
CGTN.tiktok,中国环球电视网,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,cgtn.tiktok,777,1,Low,777,0.0,0.0,0.0,0.0,0.0,100.0,True
CGTN Z,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,cgtnz,5565,1,Low,5565,0.0,0.0,0.0,0.0,0.0,100.0,True
Chinese Consulate General in Cape Town,中国驻开普敦总领馆,South Africa,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,chineseconsulateincpt,0,0,Low,0,0.0,0.0,0.0,0.0,0.0,0.0,False
China Consulate Osaka,中国駐大阪総領事館,Japan,Japanese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,chnconsul_osaka,191,1,Low,191,0.0,0.0,0.0,0.0,0.0,100.0,True
Colorful China,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,colorfulchina,21,1,Low,21,0.0,0.0,0.0,0.0,0.0,100.0,True
Discover Ningxia,Unknown,Anglosphere,English,Department of Culture and Tourism of Ningxia Hui Autonomous Region,宁夏回族自治区文化和旅游厅,Ningxia Hui Autonomous Region People's Government,宁夏回族自治区人民政府,Unknown,0,DiscoverNingxia,294000,Unknown,0,Unknown,0,Unknown,0,discoverningxia,14100,2,Medium,308100,0.0,95.4,0.0,0.0,0.0,4.6,True
Discover Tianjin,Unknown,Anglosphere,English,Department of Culture and Tourism of Tianjin City,天津市文化和旅游厅,Tianjin Municipal People's Government,天津市人民政府,Unknown,0,profile.php?id=100076267566791,129000,Unknown,0,Unknown,0,Unknown,0,discovertianjin,153800,2,Medium,282800,0.0,45.6,0.0,0.0,0.0,54.4,True
Global Times (Glamour China),Unknown,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,glamourchina,2000000,1,Low,2000000,0.0,0.0,0.0,0.0,0.0,100.0,True
Global Watch,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,globalwatch,4,1,Low,4,0.0,0.0,0.0,0.0,0.0,100.0,True
Haiwai Net (Canada Fusion Media Centre),海外网加拿大融媒中心,Canada,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,haiwaicanada,18700,1,Low,18700,0.0,0.0,0.0,0.0,0.0,100.0,True
Hangzhou 2022,杭州第19届亚运会,Zhejiang,English,2022 19th Asian Games Organizing Committee,2022年第19届亚运会组委会,Hangzhou Municipal People's Government,杭州市人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,hangzhou2022,538,1,Low,538,0.0,0.0,0.0,0.0,0.0,100.0,True
Henan TV (HNTV),河南电视台,Henan,Chinese,Henan Broadcasting System,河南广播电视台,Henan Provincial Committee,中共河南省委,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,henantv,8489,1,Low,8489,0.0,0.0,0.0,0.0,0.0,100.0,True
